,input,label,llm_label,rationale
118,"What is likely to someone in a skiing accident likely to have in more than one place?
Answer Choices:
(a) frost bite
(b) broken bones
(c) chapped lips
(d) healthy body
(e) broken legs",broken bones,broken bones,"The answer must be something that can happen in more than one place. Of the above choices, only broken bones can happen in more than one place."
119,"He had eaten a lot of asparagus, when he was urinating next he was overcome with what?
Answer Choices:
(a) great relief
(b) easement
(c) unpleasant odors
(d) taste of asparagus
(e) arrest",unpleasant odors,unpleasant odors,"The answer must be something that happens when you eat asparagus. Of the above choices, only unpleasant odors is something that happens when you eat asparagus."
120,"An evening of remembering often leads to what?
Answer Choices:
(a) knowledge
(b) remembrance
(c) nostalgia
(d) problems
(e) knowing",nostalgia,nostalgia,"The answer must be something that comes from remembering. Of the above choices, only nostalgia comes from remembering."
121,"The people changed their plans after watching the morning news.  What were they going to do?
Answer Choices:
(a) drink coffee
(b) go hiking
(c) group objects
(d) make babies
(e) pay bills",go hiking,go hiking,"The answer must be something that people would change their plans after watching the morning news. Of the above choices, only go hiking makes sense."
122,"What would a soprano be a part of in church?
Answer Choices:
(a) add high notes
(b) opera house
(c) choit
(d) choir
(e) movie",choir,choir,"The answer must be something that a soprano would be a part of in church. Of the above choices, only choir is something that a soprano would be a part of in church."
123,"The beach had a pathway for riding bike, peacefully cruising along brought many what?
Answer Choices:
(a) enjoyment
(b) pleasure
(c) falling down
(d) anger
(e) get somewhere",pleasure,enjoyment or,"The answer should be something that is brought by peacefully cruising along. Of the above choices, only enjoyment and pleasure are brought by peacefully cruising along."
124,"Fan after fan filed in for the big game, it wouldn't be long before what was filled?
Answer Choices:
(a) sporting event
(b) hockey game
(c) soccer field
(d) sports stadium
(e) hot room",sports stadium,sports stadium,"The answer must be the place where the fans are filing in. Of the above choices, only sports stadium is the place where fans file in."
125,"If someone suffers from hunger but has nothing in the house what do they have to do?
Answer Choices:
(a) eat breakfast
(b) buy food
(c) have lunch
(d) call a friend
(e) eat hamburger",buy food,buy food,"The answer must be something that someone who is hungry and has nothing in the house must do. Of the above choices, only buy food makes sense."
126,"Feet that have been in boots all day will what?
Answer Choices:
(a) walk
(b) hands
(c) stay still
(d) stink
(e) sing",stink,stink,"The answer must be something that feet do after being in boots all day. Of the above choices, only stink makes sense."
127,"What do you do to hold loose papers together?
Answer Choices:
(a) tighten
(b) packaged
(c) bound
(d) faithful
(e) compact",bound,bound,"The answer must be something that holds loose papers together. Of the above choices, only bound holds loose papers together."
128,"Where is the gift shop that you would buy a mickey mouse at?
Answer Choices:
(a) shop
(b) grocery
(c) disneyland
(d) airport
(e) museum",disneyland,disneyland,"The answer must be a place where you can buy a mickey mouse. Of the above choices, only disneyland sells mickey mouse."
129,"Sarah took poison by accident She found it in the cabinet and. thought that it was what?
Answer Choices:
(a) drinkable
(b) junk food
(c) medicine
(d) antidote
(e) nutrient",medicine,medicine,"The answer must be something that Sarah would have thought the poison was. Of the above choices, only medicine makes sense."
130,"The man asked to have a tissue holder installed at the dealership, where did they put it?
Answer Choices:
(a) convenient spot
(b) bathroom or bedroom
(c) office
(d) airplane
(e) car",car,car,"The answer must be a place where a tissue holder would be installed. Of the above choices, only a car would have a tissue holder installed."
131,"Where do you mix things on a counter?
Answer Choices:
(a) mixer stand
(b) candy store
(c) kitchen
(d) butcher shop
(e) post office",kitchen,kitchen,"The answer must be a place where things are mixed. Of the above choices, only a kitchen is a place where things are mixed."
132,"James took the junk off of the place where he sleeps and threw it into what?
Answer Choices:
(a) attic
(b) garage
(c) bed
(d) drawer
(e) television",drawer,garage,"The answer must be a place where junk is thrown. Of the above choices, only the garage is a place where junk is thrown."
133,"The two teams were competing all the time, what likely developed between them?
Answer Choices:
(a) accomplishment
(b) enemies
(c) rivalry
(d) friendship
(e) bad blood",rivalry,rivalry,"The answer must be something that develops between two teams that are competing. Of the above choices, only rivalry develops between two teams that are competing."
134,"He seemed to be second guessing the plan so she shocked him with a kiss, she had to do this to what him into continuing with the plan?
Answer Choices:
(a) annoy
(b) manipulate
(c) show affection
(d) companion
(e) smile",manipulate,manipulate,"The answer must be something that would make someone continue with a plan. Of the above choices, only manipulate makes sense."
135,"Why could someone fall down after eating lunch?
Answer Choices:
(a) drowsiness
(b) late for work
(c) feel full
(d) lethargy
(e) feel sleepy",feel sleepy,drowsiness,"The answer must be a reason why someone would fall down after eating lunch. Of the above choices, drowsiness and lethargy are the closest reasons."
136,"Playing poker takes a lot of luck, but being consistent takes what?
Answer Choices:
(a) ante
(b) happiness
(c) skill
(d) losing money
(e) attention",skill,skill,"The answer must be something that is needed to be consistent. Of the above choices, only skill is needed to be consistent."
137,"What is a person chatting with friends likely hoping to accomplish?
Answer Choices:
(a) gathering of information
(b) communication
(c) feel relaxed
(d) kill boredom
(e) social bonding",social bonding,social bonding,"The answer must be something that a person chatting with friends is likely hoping to accomplish. Of the above choices, only social bonding is something that a person chatting with friends is likely hoping to accomplish."
138,"What is the result of more people getting in line?
Answer Choices:
(a) anxiety
(b) wait turn
(c) late
(d) longer lines
(e) have to wait for",longer lines,longer lines,"The answer must be the result of more people getting in line. Of the above choices, only longer lines is the result of more people getting in line."
139,"What is the final phase of a living being's life?
Answer Choices:
(a) decay
(b) respiration
(c) death
(d) growing older
(e) sometimes bad",death,death,"The answer must be the final phase of a living being's life. Of the above choices, only death is the final phase of a living being's life."
140,"When generals want to drop bombs, what vehicle do they need?
Answer Choices:
(a) mail box
(b) car
(c) aircraft
(d) afghanistan
(e) suitcase",aircraft,aircraft,"The answer must be a vehicle that can drop bombs. Of the above choices, only aircraft can drop bombs."
