,premise,hypothesis,label,llm_label,rationale,input
118,A blond man is drinking from a public fountain.,The man is very thirsty.,neutral,neutral,The man could be drinking from the fountain for fun.,A blond man is drinking from a public fountain.</s>The man is very thirsty.
119,A blond man is drinking from a public fountain.,The man is drinking coffee.,contradiction,contradiction,"The man is drinking from a public fountain, not a coffee cup.",A blond man is drinking from a public fountain.</s>The man is drinking coffee.
120,Wet brown dog swims towards camera.,The dog is sleeping in his bed.,contradiction,contradiction,"The dog is swimming, not sleeping.",Wet brown dog swims towards camera.</s>The dog is sleeping in his bed.
121,Wet brown dog swims towards camera.,A dog is playing fetch in a pond.,neutral,neutral,"The dog is swimming towards the camera, not towards a ball.",Wet brown dog swims towards camera.</s>A dog is playing fetch in a pond.
122,Wet brown dog swims towards camera.,A dog is in the water.,entailment,entailment,A dog is a dog.,Wet brown dog swims towards camera.</s>A dog is in the water.
123,Closeup image of a dog swimming.,A cat reluctantly takes a bath.,contradiction,contradiction,A dog is not a cat. A dog swimming is not a cat taking a bath.,Closeup image of a dog swimming.</s>A cat reluctantly takes a bath.
124,Closeup image of a dog swimming.,An underwater camera takes a photo of a puppy.,neutral,neutral,The camera is not necessarily underwater.,Closeup image of a dog swimming.</s>An underwater camera takes a photo of a puppy.
125,Closeup image of a dog swimming.,A dog swims in a body of water.,entailment,entailment,The dog is swimming in a body of water.,Closeup image of a dog swimming.</s>A dog swims in a body of water.
126,The furry brown dog is swimming in the ocean.,A dog is chasing a fish.,neutral,neutral,"The dog is swimming in the ocean, so it is possible that it is chasing a fish.",The furry brown dog is swimming in the ocean.</s>A dog is chasing a fish.
127,The furry brown dog is swimming in the ocean.,A dog is swimming.,entailment,entailment,A dog is a furry brown dog.,The furry brown dog is swimming in the ocean.</s>A dog is swimming.
128,The furry brown dog is swimming in the ocean.,A dog is running around the yard.,contradiction,contradiction,"The dog in the first sentence is swimming in the ocean, not running around the yard.",The furry brown dog is swimming in the ocean.</s>A dog is running around the yard.
129,A big brown dog swims towards the camera.,A dog is chasing a stick.,contradiction,contradiction,"The dog is swimming towards the camera, not chasing a stick.",A big brown dog swims towards the camera.</s>A dog is chasing a stick.
130,A big brown dog swims towards the camera.,A photographer is taking pictures of a dog.,neutral,neutral,The photographer is not necessarily taking pictures of the dog.,A big brown dog swims towards the camera.</s>A photographer is taking pictures of a dog.
131,A big brown dog swims towards the camera.,A dog swims towards the camera.,entailment,entailment,A big brown dog is a dog.,A big brown dog swims towards the camera.</s>A dog swims towards the camera.
