	question	choices	answer	rationales
106	A regular everyday human would just call it a meeting, but people like cardinals might call it a what?	['conclave', 'sanctuary', 'homes', 'mortuary', 'stadium']	conclave	7. The most likely answer is (A) conclave. This is because cardinals are known to hold meetings called conclaves to elect a new pope. The other choices (sanctuary, homes, mortuary, stadium) are less likely because they do not specifically correspond to the meeting held by cardinals.
107	A relationship that was once filled with the heat of passion but now has someone showing no emotion towards the other, the person has now demonstrated what towards the other?	['indifference', 'air conditioning', 'coolness', 'coldness', 'cooling']	coldness	8. The most likely answer is (D) coldness. This is because if a relationship that was once filled with passion now has one person showing no emotion towards the other, it can be described as coldness. The other choices (indifference, air conditioning, coolness, cooling) are less likely because they do not capture the lack of emotion in the relationship.
108	A rock hit the windshield while he was on the highway, it caused him to nearly crash his what?	['motorboat', 'airplane', 'automobile', 'barrier', 'motor vehicle']	motor vehicle	9. The most likely answer is (C) automobile. This is because if a rock hits the windshield while someone is on the highway, it can cause them to nearly crash their automobile. The other choices (motorboat, airplane, barrier, motor vehicle) are less likely because they are not specifically related to the scenario mentioned in the question.
109	A sailor has to do a lot of prep work before the ship can leave, but what is the first step he must take?	['leave dock', 'coming home', 'row boat', 'sail boat', 'board ship']	board ship	10. The most likely answer is (E) board ship. This is because before a ship can leave, a sailor must first board the ship. The other choices (leave dock, coming home, row boat, sail boat) are less likely because they do not represent the initial step that a sailor must take before the ship can leave.
110	A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?	['talk', 'relaxing', 'pee', 'gardening', 'watch tv']	watch tv	1. The most likely answer is (E) watch tv. In the context of a sedentary lifestyle and sitting on the couch all day, watching TV is a common activity that people engage in.
111	A shark is stuck in a lake, where does it need to go provided it isn't a bull shark?	['medium', 'saltwater', 'sea world', 'atlantic ocean', 'seawater']	saltwater	2. The most likely answer is (B) saltwater. Sharks are typically found in saltwater environments, so if a shark is in a lake, it would need to go to a saltwater environment to survive.
112	A shark isn't something you have to worry about at the lake in the woods, but there are plenty of dangers in the what?	['great oceans', 'great outdoors', 'tropical waters', 'pacific ocean', 'gulf of mexico']	great outdoors	3. The most likely answer is (B) great outdoors. The question mentions a lake in the woods, so the dangers are likely to be found in the great outdoors, such as wild animals or environmental hazards.
113	A shark swam in the background aquarium as the card players sat emotionless, what were they playing?	['sea world', 'court room', 'shallow waters', 'poker game', 'card shark']	poker game	4. The most likely answer is (D) poker game. The question mentions card players sitting emotionless, which suggests they are engaged in a game of poker where maintaining a stoic expression is common.
114	A single person is going to a party of other singles, what do they want to do?	['visit friends', 'race cars', 'meeting people', 'having fun', 'drinking alcohol']	meeting people	5. The most likely answer is (C) meeting people. The question mentions a single person going to a party of other singles, so the natural expectation is for them to want to meet and interact with new people.
115	A skateboard can have a steep learning curve, but once the basics are mastered you can what?	['relax', 'teenager', 'freedom', 'have fun', 'give up']	have fun	6. The most likely answer is (D) have fun. Once the basics of skateboarding are mastered, it becomes an enjoyable activity where individuals can have fun and perform tricks.
116	A skill he has was being able to string bass, what else could he likely do?	['bass guitar', 'music shop', 'marching band', 'write music', 'orchestra']	bass guitar	7. The most likely answer is (A) bass guitar. The question mentions stringing bass, which is a common term used in relation to the bass guitar.
