question,choices
"As the human rode in his spacecraft in orbit around his home planet, what did he have a view of?","['workplace', 'international space station', 'anywhere on earth', 'places he knows well', 'strip club']"
"As the man descended the mountains into the marsh, where was he?","['louisiana', 'florida', 'everglades', 'field', 'low lands']"
"As they skipped stones, where were they looking for new ones?","['driveway', 'gallbladder', 'river bed', 'quarry', 'creek bed']"
"As things get colder, temperature does what?","['increase', 'drop to zero', 'heat up', 'dropping quickly', 'arctic']"
"As you live life you get wiser, it is a part of what?","['growing older', 'death', 'experience things', 'toothsome', 'breathe']"
"At a university, what sort of building is likely to be called a hall?","['conference', 'small classroom', 'large building', 'dormitory', 'inside']"
"At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?","['large office', 'at hotel', 'building', 'real estate office', 'store room']"
"At the casino I end up playing cards, what is a reason I would do this?","['having fun', 'win money', 'break even', 'wasting time', 'losing money']"
"At the school dance most kids were enjoying themselves, but a shy one found himself a what?","['standing still', 'stand still', 'partner', 'wallflower', 'dancing']"
"At what institution can you learn about a shark, a whale, or a dolphin?","['bad movie', 'pool hall', 'bathtub', 'outside', 'marine museum']"
"At work I do lots of math, so I keep a calculator open and handy on my what?","['wristwatch', 'office', 'purse', 'accounting department', 'desktop']"
"Attending meeting was his priority, he had to get a good what?","['understanding', 'start', 'getting information', 'result', 'fall asleep']"
"Automation does a lot in a factory these days, but the heart and soul is still in the what?","['industrial park', 'russia', 'workers', 'free trade zones', 'bots']"
"Babies don't make the same noise adults make when applauding, but they still do what when excited?","['sleep soundly', 'trust parents', 'clap hands', 'jump around', 'like spinach']"
"Bailey saw something scary in the entrance hall,  but closer examination showed that it was just a what?","['bathroom', 'palace', 'house', 'person', 'school']"
"Because he was a poor patient, what did he resist doing when nurses prompted him?","['appear better', 'visit doctor', 'will to survive', 'take pills', 'pay bill']"
"Because it was only two bedroom, one of the three roommates slept on the couch in the where?","['rest area', 'party', 'bathroom', 'waiting room', 'apartment']"
"Because of foot rails coming loose, he always kept a screwdriver behind the what?","['toolbox', 'bookcase', 'bar', 'repair shop', 'toolkit']"
"Because of safety concerns a law was passed, now all cars must have what?","['windows', 'trunks', 'four wheels', 'seat belts', 'diesel engines']"
"Before buying a house, what should I look for concerning my job?","['make home', 'security', 'measureing distances', 'examining poorch', 'make money']"
"Before getting a divorce, what did the wife feel who was doing all the work?","['harder', 'anguish', 'bitterness', 'tears', 'sadness']"
"Before the game some players knelt to pray, they did this because they what?","['being watched', ""you're scared"", 'were religious', 'god hears', 'talk to god']"
"Before the party, what did the staff need to attend?","['ocean', 'studying', 'celebrating birthday', 'meeting', 'stay home']"
"Being fat is unhealthy, one who is should probably exercise to what?","['stay fit', 'get in shape', 'look better', 'run faster', 'eat healthily']"
"Being in love, John and Betty did what when they were alone together?","['kiss', 'propose to woman', 'sing', 'live life', 'dance']"
"Being jobless for 6 months, he had an interview after applying for a job, what did he feel?","['nausea', 'rejection', 'working hard', 'frustration', 'stress']"
"Being tired makes humans realize they need what even in a car, or chair?","['snore', 'go to bed', 'read a book', 'have rest', 'go to sleep']"
"Being used to the lack of diversity in the suburbs, what shocked the new world traveler about the kinds of food there were?","['possessing', 'plethora', 'present', 'enough', 'lackbrain']"
"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","['prison', 'bridge', 'locked up', 'homeless shelter', ""neighbor's house""]"
"Ben was usually an eloquent speaker, but this time he had difficulty reading the words on the teleprompter, so he did much what?","['stammering', 'maundering', 'speechless', 'talking', 'tongueless']"
"Bess told Sam to move, but he refused. He said that he was doing what?","['stationary', 'staying put', 'sitting down', 'lay still', 'be still']"
"Betty felt that being in love was vital and important, necessary to do what?","['propose to woman', 'kiss', 'propose to woman', 'live life', 'sing']"
"Bill did not abandon the fight, but did what to the enemy?","['arrogate', 'retain', 'embrace', 'smile', 'engage']"
"Bill has a desire to learn, but doesn't personally know any teacher, where should he go?","['memorize', 'understand better', 'attend school', 'read book', 'church']"
"Bill is in a large marsh in Florida, where is he?","['forest', 'low lands', 'louisiana', 'everglades', 'marsh']"
"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","['low lands', 'new york', 'forest', 'louisiana', 'everglades']"
"Bill likes driving, but it's expensive.  He wished that cars didn't do what?","['deaths', 'traffic jams', 'break down', 'using gas', 'may die']"
"Bill noticed that his hands could do many things.  He was thirsty, so he used his hands to do what?","['catch balls', 'articulate', 'cup water', 'soft', 'pick up cup']"
"Bill picks from an apple tree in southern Michigan, where is he most likely to be?","['detroit', 'maryland', 'oregon', 'washington state', 'indiana']"
"Bill saw that Lilly was praying. He wasn't religious, so he didn't pray himself.  He felt that it was just what?","['good feeling', 'relief', 'feel safer', 'sense of peace', 'wasted time']"
"Bill sits down on a whoopee cushion, what sound does he make when he sits?","['fall asleep', 'flatulence', 'sigh of relief', 'medium', 'comfort']"
"Bill wants to make a fortune while sailing in the Caribbean, what should he look for?","['bank', 'stock market', 'treasure chest', 'bag of cash', 'real estate']"
"Bill was a weasel, but he's a weasel you wanted on your side.  He held what?","['public office', 'out of doors', 'candles', 'chicken coop', 'barn']"
"Bill was awaking, what was happening to him physiologically?","['tiredness', 'grogginess', 'discomfort', 'getting out of bed', 'eyes opening']"
"Bill was on a diet, but that didn't matter.  He cared most about his audio quality.  He had to turn up the gain because the high-impedance equipment he used cause what to volume?","['lost', 'lose weight', 'loss', 'waste', 'reduce']"
"Billy and June were in the process of procreating.  It was very fun, but they knew that it would lead to what uncomfortable end?","['lack of sleep', 'twins', 'venereal disease', 'overpopulation', 'children born']"
"Billy and Marge were a couple.  They weren't serious and they didn't get frisky, but they always enjoyed going and doing what?","['dance', 'marry each other', 'french kissing', 'make sex', 'plan to marry']"
"Billy called out to John, and listened for what?","['silence', 'response', 'communication', 'hanging up', 'whisper']"
"Billy cared about his opponent, in spite of their disagreements.  Because of that, when he lost the primary, Billy began to do what for him?","['proponent', 'supporter', 'falling down', 'advocate', 'dig up skeletons']"
"Billy couldn't pick a side against a friend, so he stood where?","['angle', 'in between', 'front back', 'toeside', 'center']"
"Billy didn't know what to do.  He had just bought a huge ficus, but he has no where to put it.  It was just too gid for his house.  Right now, the ficus waited outside in something. What is the ficus in?","['park', 'large pot', 'maze', 'green house', 'tropical forest']"
