,input,label,llm_label,rationale
114,"If I am suffering from boredom, and I want to see something beautiful, what should I do?
Answer Choices:
(a) see art
(b) see ghost
(c) watch film
(d) grocery shop
(e) do crossword puzzle",see art,see art,"The answer must be something that is beautiful. Of the above choices, only art is beautiful."
115,"If I did not have a rosebush, where would I get one?
Answer Choices:
(a) pot
(b) museum
(c) garden center
(d) formal garden
(e) backyard",garden center,garden center,"The answer must be a place where rosebushes are sold. Of the above choices, only garden centers sell rosebushes."
116,"If I have a modern light source in my living room, what is it likely to be?
Answer Choices:
(a) sky
(b) house
(c) lamp
(d) match
(e) candle",lamp,lamp,"The answer must be a modern light source. Of the above choices, only a lamp is a modern light source."
117,"If I have a pet bird, what does it likely live in?
Answer Choices:
(a) forest
(b) bathroom
(c) windowsill
(d) countryside
(e) cage",cage,cage,"The answer must be a place where a pet bird lives. Of the above choices, only a cage is a place where a pet bird lives."
118,"If I keep getting crumbs under my table, what should I put under it?
Answer Choices:
(a) conference
(b) neighbor's house
(c) rug
(d) net
(e) card room",rug,rug,"The answer must be something that can be put under a table to catch crumbs. Of the above choices, only a rug can be put under a table."
119,"If I put in my key and open a hinged door, where am I likely entering?
Answer Choices:
(a) kitchen
(b) safe
(c) own house
(d) building
(e) pantry",own house,safe,"The answer must be a place that has a hinged door. Of the above choices, only a safe has a hinged door."
120,"If I want a new ottoman, where should I go?
Answer Choices:
(a) furniture store
(b) parlor
(c) turkey
(d) living room
(e) den",furniture store,furniture store,"The answer must be a place where ottomans are sold. Of the above choices, only furniture stores sell ottomans."
121,"If I want to behave with proper aplomb, what manners should I avoid?
Answer Choices:
(a) inappropriate
(b) incomplete
(c) impolite
(d) none
(e) incorrect",inappropriate,impolite,"The answer must be the opposite of aplomb. Of the above choices, only impolite is the opposite of aplomb."
122,"If I want to open a steakhouse, what should I get first?
Answer Choices:
(a) michigan
(b) florida
(c) wine
(d) texas
(e) building",building,building,"The answer must be something that is needed to open a steakhouse. Of the above choices, only a building is needed to open a steakhouse."
123,"If I wanted to eat something that is made from plants and needs to be washed, what would it be?
Answer Choices:
(a) roots
(b) millions of cells
(c) see work
(d) leaves to gather light
(e) flowers on",roots,leaves to gather light,"The answer must be something that is made from plants and needs to be washed. Of the above choices, only leaves to gather light is made from plants and needs to be washed."
124,"If I wanted to grow plants, where could I put a lot of dirt?
Answer Choices:
(a) corner
(b) street
(c) closet
(d) garden
(e) bathtub",garden,garden,"The answer must be a place where plants can grow. Of the above choices, only garden is a place where plants can grow."
125,"If I was getting drunk, and people couldn't understand me, what might I be having?
Answer Choices:
(a) a seizure
(b) slurred speech
(c) death
(d) forgetfulness
(e) pass out",slurred speech,slurred speech,"The answer must be something that happens when you are drunk. Of the above choices, only slurred speech happens when you are drunk."
126,"If I was watching TV on the couch and the air was stuffy, I might turn the fan on to make the what more comfortable?
Answer Choices:
(a) hockey game
(b) living room
(c) bathroom
(d) football stadium
(e) hot room",living room,living room,"The answer must be the place where the fan is. Of the above choices, only living room makes sense for having a fan."
127,"If I'm playing ball, I'm mostly trying to do what?
Answer Choices:
(a) losing
(b) competition
(c) having fun
(d) win
(e) injury",having fun,win,"The answer must be something that a person playing ball would try to do. Of the above choices, only winning is something that a person playing ball would try to do."
128,"If a car-less person want to listen to talk radio in private, where might they listen to it?
Answer Choices:
(a) trunk
(b) bedroom
(c) diner
(d) space shuttle
(e) shop",bedroom,bedroom,"The answer must be a place where a car-less person can listen to talk radio in private. Of the above choices, only bedroom makes sense."
129,"If a court case is dismissed after hearing testimony, what would be a likely cause?
Answer Choices:
(a) change of heart
(b) anguish
(c) anger
(d) boredom
(e) anxiety",change of heart,boredom,"The answer should be the feeling of someone who is dismissing a court case after hearing testimony. Of the above choices, the closest feeling is boredom."
130,"If a fried egg was runny and there was no toast to sop it up, after the meal there'd be a messy what?
Answer Choices:
(a) henhouse
(b) garden
(c) plate
(d) supermarket
(e) bird's nest",plate,plate,"The answer must be something that would be messy after a meal. Of the above choices, only plates would be messy after a meal."
131,"If a heifer is really high quality, you might take her where?
Answer Choices:
(a) home
(b) dairy farm
(c) cattle show
(d) dairy barn
(e) corral",cattle show,cattle show,"The answer must be a place where high quality heifers are taken. Of the above choices, only cattle shows are places where high quality heifers are taken."
132,"If a house has a subscription, what likely shows up in the driveway every morning?
Answer Choices:
(a) subdivision
(b) newspaper
(c) street
(d) laundry mat
(e) surface of earth",newspaper,newspaper,"The answer must be something that shows up in the driveway every morning. Of the above choices, only newspapers show up in the driveway every morning."
133,"If a lizard is fed by people every day, what has happened to it?
Answer Choices:
(a) documentary
(b) costa rica
(c) garden
(d) encouragement
(e) captivity",captivity,captivity,"The answer must be something that has happened to the lizard. Of the above choices, only captivity has happened to the lizard."
134,"If a person is using a computer to talk to their granddaughter, what might the computer cause for them?
Answer Choices:
(a) program created
(b) stress
(c) happiness
(d) ocean
(e) headache",happiness,stress or,"The answer should be something that a computer might cause. Of the above choices, only stress and headache are things that a computer might cause."
135,"If a person is working a lot, what are they likely trying to earn?
Answer Choices:
(a) much money
(b) own house
(c) creativity
(d) new car
(e) caregiver",much money,much money,"The answer must be something that can be earned. Of the above choices, only money can be earned."
