,question,choices,answer,rationales
2066,"The class of children walked around the place in a line, their guide took them to what?","['to school', 'see exhibits', 'tickle', 'view video', 'jump rope']",see exhibits,
2067,"The class was billed as a way to improve yourself, the instructor told everybody to close their eyes and what?","['meditate', 'celebrate', ""plot the teacher's destruction"", 'eat better', 'feel better about yourself']",meditate,
2068,"The class was clear, and that made it almost what?","['murky', 'confusing', 'invisible', 'misunderstood', 'teacher']",invisible,
2069,"The claustrophobic person was getting in line, what did they feel?","['anxiety', 'wait turn', 'late', 'terrible', 'nauseous']",anxiety,
2070,"The cleanup crew would always find a hub or two during highway clean up, they always came off of a what?","['propeller', 'datahub', 'wash', 'car wheel', 'electric fan']",car wheel,
2071,"The clerk had a paper sign, where did he put it?","['hallway', 'public place', 'toilet', 'shop window', 'store window']",store window,
2072,"The climber was suffering elevation sickness, his wits were suffering what?","['diminishment', 'reduction', 'depression', 'demotion', 'disgust']",diminishment,
2073,"The cloth's are not yet placed where they belong, where should we put them?","['linen closet', 'kitchen', 'on the space heater', 'fabric store', 'bedroom']",linen closet,
2074,"The clothing was extremely expensive compared to other places, where was it likely purchased?","['cinema hall', 'mall', 'department store', 'closet', 'shop']",mall,
2075,"The coach explained respect to the players before the game against the worst team in the league, he didn't want his players to what to the opponents?","['belittle', 'contemn', 'diss', 'castrate', 'disregard']",belittle,
2076,"The cocky lead character beat the odds again, he then made a quip about ever rule having its what?","['capsulize idea', 'train', 'suck', 'exception', 'anarchy']",exception,
2077,"The college freshmen was set on getting a fresh start, he was determined on making friends so did lots of what?","['smile', 'farting', 'falling in love', 'nice to', 'talking']",talking,
2078,"The college kids weren't known for their apartment decor choices, they used a folding chair inside their what?","['bathroom', 'closet', 'school', 'room', 'church']",room,
2079,"The college student much preferred reading during her free time, her roommates on the other hand preferred what?","['watching tv', 'listening', 'sleeping', 'illiterate', 'illiteracy']",watching tv,
2080,"The college student wanted to meet people, but he didn't really like to what?","['take class', 'friendly', 'go to parties', 'go outside', 'go outside']",go to parties,
2081,"The color yellow is associated with the opposite of the characteristic, what is it?","['fearless', 'english carrier', 'courageous', 'brave', 'achromatic']",fearless,
2082,"The comforter was a favorite for cuddling in front of the TV, where did the family put it?","['outside', 'washing machine', 'cedar chest', 'bedroom', 'livingroom']",livingroom,
2083,"The comforter was missing from the couples' sleep the other night and they were cold, where should it have been?","['livingroom', 'linen closet', 'bedroom', 'at the cleaners', 'washing machine']",bedroom,
2084,"The comforter was used constantly and treaded upon by everyone, where should it be placed?","['garbage', 'linen closet', 'bedroom', 'washing machine', 'livingroom']",washing machine,
2085,"The committee had more responsibility, they were a fast growing what?","['doughnut shop', 'church', 'office building', 'business', 'government']",business,
2086,"The committee represent the rest of the members, they met every Sunday right after what?","['church', 'park', 'business', 'government', 'city hall']",church,
2087,"The companies had been working well together, so they decided to extend their working what?","['shorten', 'contract', 'compress', 'fur', 'retract']",contract,
2088,"The company didn't have much manufacturing costs, because they used what?","['slave labor', 'own factory', 'pay employees', 'liquidated', 'mail clients']",own factory,
2089,"The company printer was out of paper, so the IT guy went and got another what?","['ream', 'copy machine', 'clear out', 'notebook', 'stock certificate']",ream,
2090,"The company wanted to hire someone with special needs, their job was to collect the cardboard in the what?","['box factory', 'packaging materials', 'recycle bin', 'warehouse', 'bathroom']",warehouse,
2091,"The competition contestant had simply run out of steam, it seemed she was doing what?","['dying', 'quitting', ""you'll sleep"", 'rest', 'pause']",quitting,
2092,"The competition was to see who would be the last one the drop the object, the hard part was you had to have your arm extended straight out while what the object?","['holding', 'lift up', 'pick up', 'lifting', 'hold onto']",holding,
2093,"The competitive guy liked to play games, what was his goal?","['entertaining', 'dice', 'win', 'bored', 'relax']",win,
2094,"The computer stopped working, even though John tried his best. What happened to it?","['old equipment', 'process information', 'crash', 'become sensible', 'cast shadow']",crash,
2095,"The computer user did not know what he was doing at all, this made the instructional course pure what for him?","['energy', 'office building', 'hell', 'school', 'house']",hell,
2096,"The concierge said to ask him any question that you needed answered, he said he can get you what?","['give clue', 'analyse', 'think', 'decipher', 'express information']",express information,
2097,"The condominium has public recreational areas, what was the purpose of these?","['park cars', 'complex', 'florida', 'washington', 'community']",community,
2098,"The conductor ordered the gong to sound, who was the gong player playing with?","['orchestra', 'tibet', 'music store', 'chinatown', 'band']",orchestra,
2099,"The construction manager was communicating to the concerned financiers of the building, what was he briefing them on?","['collaboration', 'progress', 'bulldozer', 'exchanging ideas', 'static']",progress,
2100,"The contestant had a really smart design idea, he caught the judges attention by just being what?","['intelligent', 'garish', 'garish', 'ignorant', 'backward']",garish,
2101,"The convenience was unparalleled, but the traveler was just waiting for the landing at the what?","['airport', 'restaurant', 'change planes', 'apartment building', 'stairwell']",airport,
2102,"The cord had many a twist, he held it across in both hands and tried to do what to it?","['straighten', 'and shout', 'unravel', 'bend', 'flat']",straighten,
2103,"The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?","['england', 'iowa', 'street corner', 'city', 'town']",town,
2104,"The cotton needed to be sent to the shirt factory in the Piedmont, where should it get sent?","['by airplane', 'medicine cabinet', 'north carolina', 'georgia', 'fabric']",north carolina,
2105,"The country enjoyed a period of peace, it was brought about by a very what time?","['peacework', 'war', 'violent', 'happened', 'trying']",violent,
2106,"The couple decided the new shades didn't match the old wall color, where did they go next?","['forest', 'paint store', 'house', ""neighbor's house"", 'windows']",paint store,
2107,"The couple had a forgiving attitude with each other thereafter, what did they do?","['great relief', 'feel better', 'respect', 'go up high', 'make up']",make up,
2108,"The couple had been copulating seemingly non stop, eventually they finally had a what?","['intense pleasure', 'period of rest', 'babies', 'conversation', 'skin irritation']",period of rest,
2109,"The couple was attempting procreating night after night, between that and work it was leading to what?","['economic growth', 'population increase', 'exhaustion', 'overpopulation', 'feeling good']",exhaustion,
2110,"The couple was enjoying regularly copulating, but if you ever met them you'd think they hardly knew each other based on their what?","['babies', 'faces', 'odors', 'infidelity', 'rapport']",rapport,
2111,"The couple was getting divorce, they were most concerned about causing their children what?","['bad feelings', 'emotional distress', 'richer', 'freedom', ""two christmas's""]",emotional distress,
2112,"The couple was looking to adopt, what were they looking at profiles of?","['abandon', 'give away', 'biological child', 'homeless', 'orphan']",orphan,
